created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bekasi;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bogor;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;jakarta;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;tangerang
06/12/2021;91;90;4;4;1;1;Kota Bekasi;SHM;2200;;1667000000;https://www.99.co/id/properti/rumah-cantik-lebar-7-siap-huni-new-cluster-mulberry-summarecon-bekasi-31344508740;Cluster MULBERRY, Summarecon Bekasi, Bekasi Utara, LT. 91 m2 (7x17), LB. 93 m2, KT 3+1 KM 3+1, 2 Lantai, 1 carport berkanopi 1 garasi, 2200W, Di lengkapi gorden Fasilitas dalam cluster: Sistem Cluster one gate system dengan security 24 jam, Swimming Pool Anak Dewasa, Private Club House, Taman dalam cluster, Children Playground, Jogging Track, Fasilitas dalam kawasan: Sekolah BPK Penabur Al Azhar, Aneka Kursus mulai dari YAMAHA, Purwacaraka, English First, Wishing Star, dll, Bank BCA, Mandiri, BNI, BTN, BRI, Permata, NISP, dll lengkap, SINPASA Pasar Bersih Modern, Pusat Kuliner La Terazza, Downtown Walk, dll, Aneka Restaurant seperti Mang Engking, McDonald, Seribu, Harga Mulai Dari Rp 1.667.000.000;;06/12/2021;60;50;3;2;0;1;Babakan Madang;SHGB;2200;;891500000;https://www.rumah.com/listing-properti/dijual-rumah-di-Babakan Madang-bogor-dekat-tol-stasiun-lrt-murah-modern-minimalis-tipe-aruna-deluxe-50-60-oleh-asa-pertiwi-19057144;Dekat tol dan stasiun LRT;;07/11/2021;432;400;3;2;2;2;Jakarta Selatan;SHM;2200;;10500000000;https://rumahdijual.com/tebet/7361051-dijual-rumah-hitung-tanah-komplek-gudang-peluru-lokasi-premium.html;Bangunan lama butuh renovasi, unfurnished, ada gudang, air PDAM, pagar penuh, dan kawasan bebas banjir;;12/06/2021;144;130;3;2;;1;BSD, TANGERANG;SHM;2200;;1250;https://www.rumah123.com/properti/tangerang/hos9292615/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;110;135;3;2;;1;Kota Bekasi;SHM;2200;Utara;1175000000;https://www.99.co/id/properti/rumah-siap-huni-di-green-ara-residence-harapan-indah-bekasi-67686580144;Rumah cantik sangat siap huni dg kondisi terawat, Rumah 2 lantai, Hadap Utara di Cluster Balsa, rumah sudah full renovasi dan semi furnished tinggal bawa koper saja harga di bawah harga pasar, ROW jalan besar. Sertifikat Hak Milik, Bonus AC Gordyn Kitchen set, Listrik 2.200 VA, Cash atau KPR bisa dibantu;;06/12/2021;60;40;2;1;0;1;Babakan Madang;SHGB;2200;;811400000;https://www.rumah.com/listing-properti/dijual-rumah-di-Babakan Madang-bogor-dekat-tol-stasiun-lrt-murah-modern-minimalis-tipe-aruna-40-60-oleh-asa-pertiwi-19056958;Dekat tol dan stasiun LRT;;06/12/2021;243;529;6;6;4;2;Jakarta Selatan;SHM + IMB + PBB;11000;Utara;13500000000;https://rumahdijual.com/kemang/8972515-rumah-lux-3-lantai-modern-classic-di-kemang-shm.html;"- Kolam renang pribadi
- CCTV dan pos satpam
- Ruang genset
- Free 4 unit AC Daikin dan Water Heater
- Lokasi strategis dekat Perkantoran SCBD Sudirman, Sekolah Nasional maupun Internasional, akses tol dalam kota, pusat perbelanjaan
- SHM, IMB & PBB";;12/06/2021;84;85;3;2;;1;BSD EMINENT, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);;Utara;2050;https://www.rumah123.com/properti/tangerang/hos9292494/;"PPJB siap AJB, luas tanah 84m², luas bangunan 85m², kamar tidur 3, kamar mandi 2, hadap Utara
";
06/12/2021;200;293;6;4;1;1;Kota Bekasi;SHM;5500;;4500000000;https://www.99.co/id/properti/rumah-mewah-harga-murah-3-lantai-fully-furnished-di-perumahan-terbaik-di-area-jatibening-bekasi-83923536687;Jual cepat rumah mewah harga murah , 3 Lantai, Fully Furnished di Perumahan Terbaik di area Jatibening, Bekasi. Open Price 4,5 M. - Nego sampai deal!, Details : Lt/Lb : 200/293, Bedrooms : 6, Bathrooms : 4, Daya Listrik : 5.500 Watt, Garasi mobil : 1 Mobil, Carport : 1 Mobil, Kondisi : Fully Furnished, Sertifikat : IMB SHM, Fasilitas di Kompleks Perumahan: Swimming Pool, Jogging Track, Lapangan Tennis, Barbeque Park, Security 24 jam;;06/12/2021;60;60;2;1;0;1;Bojonggede;SHM;900;;420000000;https://www.rumah.com/listing-properti/dijual-rumah-cantik-didalam-komplek-perumahan-oleh-james-umboh-19072727;13 menit ke stasiun kereta, 22 menit ke Mall CCM, pintu tol citereup&Babakan Madang sirkuit;;07/11/2021;239;178;4;3;;4;Jakarta Selatan;SHM + Hak Pakai;2200;Timur;3800000000;https://rumahdijual.com/tebet/1413013-dijual-cepat-rumah-komplek-gudang-peluru-jalan-1-mobil.html;Kondisi properti baik dan layak huni, unfurnished, taman , gudang, air Jetpump ;;12/06/2021;155;100;3;2;;1;BSD, TANGERANG;SHM;2200;;1050;https://www.rumah123.com/properti/tangerang/hos9292559/;"Dekat dengan berbagai fasilitas seperti :
Sekolah Negeri dan Swasta, Kampus, Tempat ibadah, Rumah sakit, Pusat perbelanjaan, Stasiun, Pintu tol
More info :
0821 3494 3xxx RN
0821 1238 5xxx LH";
06/12/2021;153;180;5;4;1;1;Kabupaten Bekasi;SHM;4400;;1300000000;https://www.rumah123.com/properti/bekasi/hos9291411/;Di lelang Tidak Bergerak, Tanah berikut bangunan, SHM NO. 2400, tanggal 2 Juli 2015, Luas : 153 m2, Lokasi : Perumahan Metland Tambun Cluster The Platinum Type Gold, Blok J 2 No. 5 Desa Cibuntu, Kec. Cibitung Kab. Bekasi, Provinsi Jawa Barat;;06/12/2021;72;62;3;2;0;2;Cibinong;SHGB;2200;;800000000;https://www.rumah.com/listing-properti/dijual-emerald-city-cibinong-oleh-m-gatot-aryo-wibowo-19273403;15 menit gerbang tol Babakan Madang dan citeureup, 5 menit cibinong city mall, Al Azhar Islamic School;;02/12/2021;130;250;5;3;;;Jakarta Selatan;SHM;3500;Timur;3900000000;https://rumahdijual.com/tebet/11750398-rumah-3-lantai-hadap-timur-siap-dihuni-besar-dan.html;"- Bebas banjir
- Lokasi strategis
- One gate sistem
- Lingkungan tenang, nyaman, dan aman dengan kemanaan 24 jam
- Akses ke MT Haryono, cawang, pancoran, tebet, casablanca, kuningan
- Lokasi Strategis dekat ke pusat kkota, rumah sakit, bank, sekolah, swalayan, pasar";;12/06/2021;534;1000;5;6;6;2;BSD, TANGERANG;SHM;16500;;15500;https://www.rumah123.com/properti/tangerang/hos9292705/;"New Home
RUMAH MEWAH TAMAN TIRTA GOLF BSD, Lt/lb: 534/1000, 3lantai, Daya Listrik: 16500w, KT/KM: 5+3KT, 6+2KM, Garasi: 6mobil + 2carport, Swimming pool, ada akses lift, ruangan jenset, ruangan GYM, open 15.5M, (Ea)
Hubungi:
Novi Zhu
Era fiesta suvarna sutera";
06/12/2021;200;250;4;3;1;1;Kota Bekasi;SHM;2200;Selatan;2300000000;https://www.rumah123.com/properti/bekasi/hos9251067/;Dijual cepat harga BU !!, rumah mewah dalam cluster eksklusif di harapan indah regency, One gate sistem dg security 24 jam, Row jalan besar bisa 3-4mobil, Bebas banjir, Lokasi terdepan dan strategis dekat dengan clubhouse harapan indah, sentra kuliner, rumah ibadah, rumah sakit, bank , settle busway dan pasar .;;06/12/2021;60;30;2;1;0;1;Parung;SHGB;1300;;241000000;https://www.rumah.com/listing-properti/dijual-rumah-tanpa-dp-di-parung-oleh-rudy-junaedy-19181221;Rumah tanpa dp dan siap huni;;06/12/2021;97;311;4;4;2;;Jakarta Selatan;SHM;11000;;6500000000;https://rumahdijual.com/kemang/9292101-townhouse-amaryliss-kemang.html;"- Bangunan 4 lantai
- Semi furnished unit 8AC, 3 Wardrobe, 2 Kitchen
- 2 kolam renang, gym/fitness, playground, basketball court, rooftop";;12/06/2021;128;88;3;3;;1;BSD THE ICON, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);2200;Tenggara;95;https://www.rumah123.com/properti/tangerang/hos9292518/;"Hi Direct Buyer...
Dijual Rumah The Icon BSD City
Spesifikasi: Lt 128 m2 ( 8 x 18 ), Lb 88 m2, Kt 3+1, Km 3+1, Posisi Badan, Hadap Selatan, Surat PPJB, Harga 2.2M Nego
";
06/12/2021;144;144;3;3;;;Kota Bekasi;SHM;2200;;2100000000;https://www.rumah123.com/properti/bekasi/hos9255903/;Dijual cepat Rumah termurah rapih siap huni di cluster asera harapan indah bekasi, Hunian aman nyaman Keamanan one gate sistem, Fasilitas di cluster sport club dan kolam renang., Dekat ke eka hospital Dekat ke transera water park Dekat ke sekolah Dekat ke pom bensin Dekat ke pasar modern;;06/12/2021;66;36;2;1;0;1;Gunungsindur;SHM;1300;;390000000;https://www.rumah.com/listing-properti/dijual-alfalah-4-rawakalong-oleh-syarifuddin-arif-17454354;Bebas banjir, dekat dengan falitas-fasilitas umum;;06/12/2021;485;550;3;5;1;1;Jakarta Selatan;SHM + IMB;18000;;22000000000;https://rumahdijual.com/tebet/10851049-rmh-mewah-2-lt-siap-huni-semi-furnish-bbs.html;"- Ruang Musik
- Kitchen set ( dapur kotor dan bersih)
- Lokasi dekat dengan mushola dan masjid Al-Itihad
- Bebas banjir dan penjagaan satpam 24 jam";;12/06/2021;105;45;2;1;;2;BSD THE ICON, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);;Selatan;1550;https://www.rumah123.com/properti/tangerang/hos9292474/;PPJB, Luas tanah 105m², Luas bangunan 45m², Kamar tidur 2, Kamar mandi 1, Canopi tinggi Alderon, Hadap Selatan, Halaman belakang sudah di plur;
06/12/2021;110;135;3;2;;;Kota Bekasi;SHM;2200;;1170000000;https://www.rumah123.com/properti/bekasi/hos7756547/;"Dijual cepat jual rugi !!!, rumah cantik sangat siap huni dg kondisi terawat, Rumah 2 lantai, Hadap Utara di Cluster Balsa, rumah sudah full renovasi dan semi furnished tinggal bawa koper saja harga di bawah harga pasar, ROW jalan besar., Sertifikat Hak Milik, 
Bonus AC Gordyn Kitchen set, Listrik 2.200 VA, Cash atau KPR bisa dibant";;06/12/2021;60;36;2;1;0;1;Gunungsindur;SHM;1300;;379000000;https://www.rumah.com/listing-properti/dijual-felicia-residence-rawakalong-oleh-syarifuddin-arif-19336237;sebelah SPBU rawa kalong, akses jalan bisa masuk 2 mobil, lintas angkot Parung-BSD;;06/12/2021;90;135;3;3;1;;Jakarta Selatan;SHGB;2200;Utara;3100000000;https://rumahdijual.com/tebet/8555409-dijual-rumah-tebet-timur-brand-new-tahap-finishing-lokasi.html;"- Baru, pembangunan sudah 80%
- Beranda dan pagar penuh
- Lantai Granite
- Air Jetpump";;12/06/2021;205;298;4;4;2;2;BSD CITY, TANGERANG;SHM;4400;;4700;https://www.rumah123.com/properti/tangerang/hos9292736/;"Rumah Baru di The Green Cluster Vineyard BSD City
Akses mudah dan strategis dekat pintu tol Jorr, stasiun KRL Rawabuntu, dan dekat ke semua fasilitas terbaik di BSD City
Luas Tanah 205m², Luas Bangunan 298m², Type Hook, Kamar tidur 4+1, Kamar mandi 4+1, Garasi + carport 2 mobil, Ppjb siap ajb, Harga 4,7M nego
Hubungi TLP/WA ke 083879903xxx";
06/12/2021;60;60;1;1;;1;Kota Bekasi;SHM;1300;Timur;430000000;https://www.rumah123.com/properti/bekasi/hos9291561/;"Rumah dijual BU di Bekasi Timur Bisa KPR Bank Syariah Tanpa Riba, 1 kamar tidur, 1 Kamar Mandi, 1 Carport, Listrik 1300 watt, Surat SHM on Hand, Full renov, Spesifikasi bangunan:, Pondasi : Batu kali+cakar ayam, Tembok: Hebel plester/cat tembok., Lantai: Granit, Kamar mandi mewah., Rangka atap: Baja ringan, Atap: Baja ringan., Kanopi: baja ringan atap spandek, Urugan: Sirtu, Kelebihan perumahan: Security 24 jam, Design Rumah Minimalis, Bebas Banjir
";;06/12/2021;314;300;4;4;1;7;Bogor Timur;SHM;3500;;2900000000;https://www.rumah.com/listing-properti/dijual-rumah-mewah-harga-bagus-siap-huni-di-kawasan-premium-dan-strategis-di-jantung-kota-bogor-oleh-raffi-rolando-sinaga-19394698;Taman+Gazebo, Selangkah ke Tol&Terminal Baranangsiang, Backyard;;02/12/2021;511;463;6;3;1;;Jakarta Selatan;SHM;33000;;4480000000;https://rumahdijual.com/tebet/11748387-jual-rumah-luas-kawasan-menteng-dalam-jakarta-selatan.html;"- Pondasi dan konstruksi beton bertulang
- Kusen kayu cat dan dinding bata plester
- Lokasi strategis dan dekat dengan fasilitas umum
- Area perkantoran dan row jalan lebar";;12/06/2021;128;88;3;3;;1;BSD THE ICON, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);2200;Selatan;2200;https://www.rumah123.com/properti/tangerang/hos9292456/;"Hi Direct Buyer...
Dijual Rumah The Icon BSD City
Spesifikasi: Lt 128 m2 ( 8 x 18 ), Lb 88 m2, Kt 3+1, Km 3+1, Posisi Badan, Hadap Selatan, Surat PPJB, Harga 2.2M Nego
";
06/12/2021;94;102;3;2;2;1;Kota Bekasi;SHM;2200;;950000000;https://www.rumah123.com/properti/bekasi/hos9289708/;Kodau Jatiwarna pondok gede, Rumah 2 lantai paling murah, Harga 950jt,  Cocok untuk hunian dan investasi, Unit terbatas hanya 14 unit, Lokasi strategis dekat Jakarta, Dekat sekolah, rumah sakit, mall, Dekat sarana ibadah, restoran, Dekat SPBU dan bank, Dekat pasar tradisional Kecapi, Dekat pintu tol Jatiwarna, Keamanan 24 Jam, Dekat angkutan umum, Ready Stock/Siap Huni;;06/12/2021;1272;500;4;5;0;2;Babakan Madang;SHM;5500;;15000000000;https://www.rumah.com/listing-properti/dijual-rumah-best-view-Babakan Madang-city-bogor-oleh-ahmad-supriyanto-15803712;Rumah best view;;01/12/2021;205;410;6;5;1;1;Jakarta Selatan;SHM + IMB;4500;Barat;5500000000;https://rumahdijual.com/tebet/5247440-dijual-rumah-mewah-semifurnished-dekat-starbucks-di-tebet-jakarta.html;"- Semi furnished ( wallpaper, kitchen set, wastafel)
- Dekat dari Mall Kota Casablanca, Stasiun Tebet, factory outlet Tebet dan wisata kuliner Tebet, RS Tebet, Sekolah Negeri dan Swasta Favorite
- 10 menit dari Kuningan Jakarta Selatan dan gerbang Tol Tebet
- 15 menit dari kawasan SCBD Sudirman dan Menteng Jakarta Pusat";;12/06/2021;96;138;4;3;;;BSD THE ICON, TANGERANG;SHM;;;2300;https://www.rumah123.com/properti/tangerang/hos9292234/;SHM, LT 96, LB 138, KT 4+1, KM 3+1, Bonus kitchen set + bathup+smart doorlock+smart wall switch;
06/12/2021;54;84;2;1;1;1;Kabupaten Bekasi;SHM;1300;Timur;650000000;https://www.rumah123.com/properti/bogor/hos9293119/;terletak dalam 2 wilayah berdekatan kabupaten bogor dan kabupaten bekasi,  dekat kawasan industri MM2100, Dekat Gerbang TOl (narogong, Jatikarya), Dekat Wisata Taman Buah Mekar sari, Harga: 650Juta (nego sampai jadi);;06/12/2021;90;72;3;2;0;1;Bogor Barat;SHM;2200;;800000000;https://www.rumah.com/listing-properti/dijual-rumah-di-bogor-fasilitas-exclusive-oleh-yolanda-lanes-19384242;Taman bermain anak, Ruang terbuka hijau tematik, double gate security system;;18/11/2021;695;650;8;6;1;1;Jakarta Selatan;SHM;5500;Selatan;9200000000;https://rumahdijual.com/tebet/9514888-rumah-clasic-asem-baris-tebet-hitung-tanah-saja-dekat.html;"- Jumlah AC 8
- Unfurnish, bangunan tahun 1990
- Cocook dibangun rumah kost
- Lingkungan nyaman dan lokasi strategis
- Dekat stasiun Tebet, LRT Cawang, Bandara Halim 
- Dekat Rsuna Said Kuningan";;12/06/2021;295;272;4;3;;2;BSD DELATINOS, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);2200;Utara;5500;https://www.rumah123.com/properti/tangerang/hos9292268/;"Rumah bagus terletak di BSD City dengan lingkungan yang asri dan tertata rapi.
Lokasi mudah terjangkau, dekat dengan sekolah, universitas, stasiun kereta api, pasar modern dan Mall AEON
Informasi lebih detail hubungi:
Wanda (Victory Property)
0816 116 86 74 (WA/Call/SMS)
0813 171 xxx 73 (WA/Call/SMS)";
05/12/2021;90;80;2;1;1;1;Kota Bekasi;SHM;2200;Selatan;890000000;https://www.rumah123.com/properti/bekasi/hos9286245/;Lokasi strategis aman asri tenang, security 24 jam, Bebas banjir, Dekat angkutan, Dekat Pasar, Dekat stasiun cakung, Dekat Sekolahan, Dekat Akses toll Bintara;;06/12/2021;90;48;2;2;0;1;Bogor Barat;SHGB;2200;;600000000;https://www.rumah.com/listing-properti/dijual-termurah-lt-90-harga-600jt-oleh-yolanda-lanes-17774065;10 menit MCD Yasmin, rumah cantik konsep bali;;18/11/2021;135;216;5;4;1;1;Jakarta Selatan;SHM;3500;Utara;4100000000;https://rumahdijual.com/tebet/9515260-rumah-baru-siap-huni-tebet-barat-strategis-dekat-sma.html;"- Rumah baru dan bebas banjir
- Lingkunan aman dan nyaman keamanan 24 jam 
- Dekat SMAN 26 dan sekolah negeri lainnya
- Dekat Pasar Swalayan Gelael dan Pasar Tebet Barat
- Dekat Tol Tebet dan RS Tebet
- Hanya 5 km ke Bandara Halim";;12/06/2021;96;138;4;3;;1;BSD THE ICON, TANGERANG;SHM;2200;;2300;https://www.rumah123.com/properti/tangerang/hos9292204/;"Dijual
Rumah Brand New, Lokasi di BSD, The Icon Cluster Eastern Cosmo, Strategis, dekat ke kawasan Green Office Park yang didalamnya ada Gedung Sinarmasland, Grha Unilever, Campus Traveloka, dan banyak perusahaan terkemuka lainnya, Akses mudah, dekat ke akses tol dan stasiun/pasar intermoda
Luas Tanah 96m², Luas Bangunan 138m², Kamar Tidur 4+1, Kamar Mandi 3+1, Bonus kitchen set + bathtub+smart doorlock+smart wall switch, SHM, Harga negotiable
Untuk janji survey dan info property lainnya silahkan menghubungi kami L.J.Hooker Serpong dengan Sonya, 087778502xxx";
05/12/2021;72;36;2;1;;;Kabupaten Bekasi;SHM;2200;Timur;330000000;RUMAH FRESH MANIS SIAP HUNI di Taman Wanasari Indah Cibitung - Dijual: Rumah & Apartemen - 849215260 (olx.co.id);Akses Dekat :* Sekolahan, * Rumah Sakit, * Tempat Ibadah, * Pusat Keramaian, * Tol , dll, Harga Rp 330.000.000 ,- Negoo;;06/12/2021;338;250;4;3;0;2;Babakan Madang;SHM;3500;;3700000000;https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-Babakan Madang-city-oleh-ahmad-supriyanto-16131852;Dekat dengan view golf, dekat sekolah, beberapa menit ke gerbang toll Babakan Madang;;06/12/2021;612;485;5;4;1;2;Jakarta Selatan;SHM;13000;;18500000000;https://rumahdijual.com/jakarta-selatan/11255872-dijual-cepat-rumah-mewah-siap-huni-lokasi-pondok-indah.html;"- Lantai Bawah : Master Bed Room dengan kamar kerja, Musholla, kamar mandi didalam, ruang keluarga luas, ruang tamu, ruang makan + dapur bersih, musholla, dapur kotor, kamar pembantu + kamar mandi, gudang, ruang serba guna, garasi 1 mobil + car port 2 mobil
- Lantai Atas : Kamar Tidur berikut kamar mandi didalam, ruang duduk tatami + teras, ruangan terbuka berikut kamar mandi (bisa dirubah menjadi kamar), kamar tidur + kamar mandi.";;12/06/2021;60;48;3;2;2;2;BSD CITY, TANGERANG;SHM;2200;Selatan;600;https://www.rumah123.com/properti/tangerang/hos9292015/;"BOSTON VILLAGE BSD- BINTARO
Akses 100 Meter dari Pintu Stasiun KA.RAWABUNTU, Rumah 2 lantai dengan konsep bangunan dari perpaduan antara Classic dan Modern yang jarang dimiliki developer lain,
Cluster ini lokasinya berada di kawasan sekitaran bsd dan dibangun oleh PT.PADJAJARAN MATARAM PROPERTY yaitu developer yang sangat aman dan terpercaya di wilayah tangerang selatan. Mengapa terpercaya?Karena kita memberikan bukti bukan janji
Jamin lokasi kami juga lengkap dengan kebutuhan anda.";
05/12/2021;60;90;3;2;;1;Kota Bekasi;SHM;2200;;725000000;https://www.realoka.com/181278-perumahan-bintara-jaya-village-bjv4;"Selling Point : 1 km dari pintu tol Pd kelapa, terbukti bebas banjir, lingkungan asri aman nyaman, legalitas SHM+IMB, rumah indent 3 Bulan
Spesifikasi : Luas tanah : 60, luas bangunan : 90, kamar tidur : 3, kamar mandi : 2, carport : 1 mobil, listrik : 2200 watt, air : tanah/jet pump
Cara Pembayaran : Harga Mulai 750 jt, cash Bertahap, KPR BTN BSI";;06/12/2021;62;43;2;1;0;1;Gunung Putri;SHM;1300;;460000000;https://www.rumah.com/listing-properti/dijual-cluster-chiara-3-harga-murah-lokasi-gunung-asih-bogor-ready-stock-siap-huni-oleh-sadrach-bagas-19394687;20 menit dari tol Jatiasih, bebas banjir, CCTV 24 jam;;06/12/2021;790;700;6;6;;6;Jakarta Selatan;SHM;7700;;32000000000;https://rumahdijual.com/jakarta-selatan/11012287-dijual-rumah-ada-kolam-renang-di-pondok-indah-id.html;Ada kolam renang;;12/06/2021;128;90;2;1;;1;BSD DELATINOS, TANGERANG;SHM;1300;;1650;https://www.rumah123.com/properti/tangerang/hos9291994/;"Dijual cepat rumah standar di Delatinos BSD. Posisi di boulevard cluster, 2 jalur. Lingkungan cluster dengan keamanan 24 jam dan dilengkapi dengan berbagai fasilitas seperti sport center (Kolam renang, lapangan tenis, tempat gym), jogging track dan komersial area. Lokasi strategis dekat dengan pintu tol BSD, stasiun kereta api (rawa buntu). 15 menit ke The Breeze, AEON Mall dan ICE BSD. 10 menit ke Eka Hospital, Sekolah dan Perbankan, 15 menit ke pasar modern BSD. Berikut spesifikasinya:
Lt / Lb : 128 / 90, Kt / Km : 2 / 1, Surat SHM, Harga Rp. 1.65 Milyar Nego
More Detail:
Linda - Ray White Serpong BSD
081315293xxx";
05/12/2021;63;45;2;1;;1;Kota Bekasi;SHM;1300;Timur;682000000;https://www.rumah123.com/properti/bekasi/hos9286182/;5 menit Tol JORR Jatiasih, Dekat Pasar Jatiasih, 15 menit Mall Galaxy Park, 10 menit McDonald, KFC, Pizza Hut, 10 menit Perbankan, Dekat ke Sekolahan,;;06/12/2021;60;40;2;1;0;1;Gunung Putri;SHM;2200;;880000000;https://www.rumah.com/listing-properti/dijual-the-lagoon-park-oleh-nova-tiara-19284218;5 menit ke tol cimanggis, 10 menit ke stasiun LRT Cimanggis, 15 menit ke RS permata cibubur;;05/12/2021;950;1400;6;4;7;;Jakarta Selatan;SHM;23000;;49000000000;https://rumahdijual.com/jakarta-selatan/9553588-rumah-mewah-pondok-indah-lt-950-m2-lb-1400-a.html;"Lantai 1 :
- 1 Living Room, Family Room, Dinning Room, Guest Bed Room + Bath Room, Bed Room + Bath Room
- Pantry, Kitchen, Service Area + Staff Bath Room
Lantai 2 :
1 Master Bed Room + Bath Room
1 Bed Room + Bath Room
1 Study Room
1 Billyard Room
1 Living Room
Basement :
2 Staff Bed Rooms
1 Storage
Garage for 6-8 Ca";;12/06/2021;385;380;5;5;;2;BSD, TANGERANG;HGB;;;5900;https://www.rumah123.com/properti/tangerang/hos9291967/;The Green Cluster Manhattan Forum, Lt 385 LB 380 kt 5+1 km 5+1, Surat HGB, Harga 6,2 M NEGO, Turun jadi 5,9M, HubungiNovie Realita - Era Fiesta 0812 90537725;
05/12/2021;102;80;3;2;1;1;Kota Bekasi;SHM;;;895000000;https://www.rumah123.com/properti/bekasi/hos9286032/;Lokasi strategis lingkungan aman rumah nyaman baru renovasi bebas banjir,dekat sekolahan dekat tempat pembelajaan,supermarket,dll,harga rumah nego bisa kpr dan cash proses kami bantu sampai selesai;;06/12/2021;196;170;3;3;1;1;Babakan Madang;SHM;2200;;2100000000;https://www.rumah.com/listing-properti/dijual-la-vanoise-village-oleh-nova-tiara-19178822;10 menit ke AEON Mall Babakan Madang, 12 menit ke pintu Tol Babakan Madang Selatan, 30 menit ke Kebun Raya Bogor;;05/12/2021;60;48;3;2;2;;Jakarta Selatan;SHM;2200;;600000000;https://rumahdijual.com/jakarta-selatan/11759475-rumah-mewah-cluster-daerah-bsd-hanya-600jtan-boston-village.html;"- Lokasi strategis dekat kawasan BSD dan Bintaro
- 10 Menit Ke Pintu Tol BSD
- Dekat Dengan RIS HOSPITAL
- 15 menit ke AEON MALL BSD
- Dekat Sekolah Favorite Di BSD
- Dekat dengan Apartemen Green View , Sky View , Akasa";;12/06/2021;184;125;3;2;;;BSD NUSALOKA, TANGERANG;SHM;;;1950;https://www.rumah123.com/properti/tangerang/hos8755981/;Spec : LT 184 MÂ², LB +/- 125 MÂ², KT 3+1, KM 2+1, SHM, Hadap Barat, Bentuk Tanah lebar di belakang, Depan Taman, Lantai Roman Granite 60x120, Kitchen set, Strategis dekat Toll & Pasar Modern BSD, Harga--> 1.95 Nett, Hub. : IRMA - MB PRO BSD 085716434xxx;
05/12/2021;84;168;4;3;;1;Kota Bekasi;SHM;2200;Barat;1400000000;https://www.rumah123.com/properti/bekasi/hos9285927/;"Rumah siap huni bawa koper FULL FURNISH harga di BAWAH APPRAISAL nempel Summarecon Tytyan kencana Bekasi, Air : Jet pump, Keunggulan; Selangkah ke summarecon bekasi, 5 menit Stasiun bekasi, Deket pusat kuliner, Dekat toll bekasi barat";;06/12/2021;72;47;2;1;0;1;Parung;SHGB;2200;;760000000;https://www.rumah.com/listing-properti/dijual-keila-gdc-parung-oleh-nova-tiara-19250508;Free Canopy, Smart Door Lock, Smart Home System;;07/12/2021;738;500;5;3;2;2;Jakarta Selatan;SHM + IMB;13200;;74000000000;https://rumahdijual.com/jakarta-pusat/6519312-rumah-murah-di-menteng-jakarta-pusat.html;"- Unfurnished dan Air Jetpump
- Berada dalam perumahan yang nyaman dan aman serta jalan depan rumah 2 mobil
- Dekat stasiun CIkini, Megaria, Sabang 
- Dekat TK, SD, SMP, SMK, kampus, RSCM, klinik, apotek, perkantoran, tempat kuliner
- Bebas banjir";;12/06/2021;105;105;2;2;;1;BSD THE GREEN, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);;Utara;2300;https://www.rumah123.com/properti/tangerang/hos9291954/;"DIJUAL Rumah 2 Lantai Bangunan Standart, Posisi dpn Taman, Bsd The Green, Lt 105 Lb 105, Kt 2 Km 2, Ac, wheater,gorden, Listrik 2200watt, Air Pam, PPJB, Harga Rp 2,( nego )
Info survey hubungi agen :Shary 081287898xxx";
